TxId,Sender,Receiver,Amount,Currency,Timestamp,Country,Purpose,Channel
ab017246-93af-49de-8608-6575e45754a9,GB05SZDU23711449092875,GB13UWMK55099378981614,3800.19,EUR,1982-01-17 19:42:51,US,loan,branch
db61691b-4493-40dc-a72c-f7bae1066eb5,GB56JKYW81016417683622,GB05NSCJ79639076080462,2422.17,GBP,1997-07-14 10:22:45,ER,salary,mobile
ef0b5e72-aaa9-418e-8567-82655b8fbce8,GB30JDUO82880638891328,GB94KUZZ24952682232211,4238.91,EUR,1978-06-30 12:22:30,NP,gift,mobile
d2d75274-c820-45fc-bf12-615124f8e9b5,GB53GWSU82764160302758,GB40ZCBS55367016560543,4997.81,EUR,1987-03-08 22:21:54,ID,refund,mobile
13fefa9d-92ed-407f-b540-491f0cf758b7,GB61OJIE91859076227486,GB69YKGK40165381656393,1942.27,EUR,2003-08-03 04:49:36,AM,invoice payment,atm
038c01b5-f403-4035-8750-dab82bf3d6db,GB28AXLD15307209756726,GB35MLIA50039792172772,565.49,USD,1987-03-01 23:21:32,BF,salary,branch
e13c7e84-00f5-46fb-a197-616018c9905b,GB31OXXU65861255584472,GB02XUAD53595305908147,1345.4,EUR,2024-04-28 07:28:28,BR,loan,online
dec85151-20bd-4f1c-988d-5c96a914b009,GB60JUST50220622096381,GB98AAKZ89901421616597,3364.43,EUR,1976-03-12 03:22:46,PK,refund,online
d81729e4-c9a1-4bba-ad71-4fedc98aeef9,GB53CUID03395136085019,GB61XWWI34670276278326,831.42,USD,1994-07-07 08:42:01,TM,refund,mobile
50efdc53-69f8-419a-bd86-48c8d0987e43,GB95TMPU38937675835793,GB03NUVM78321696803418,4774.93,GBP,1970-04-07 02:21:00,HU,loan,branch
d9edcb30-f3ba-4124-a7cf-e95170b34b11,GB36ETEM09017821181819,GB32OKVP57331175364274,4690.83,USD,2011-07-17 08:07:48,AZ,crypto purchase,branch
56625761-bed0-49cb-ad02-efe2f83924f8,GB15GQUO83052186544518,GB18WPCP25835610484737,442.62,USD,1995-07-22 18:08:01,MC,refund,atm
439595d5-42fa-4962-94fa-a1b7aa54e3c4,GB80SIWP28480275663341,GB61BQNH73688085283381,3962.47,USD,1998-11-06 14:37:21,GQ,salary,atm
677aceaa-4fd2-4823-a0a5-5aec91d38cc9,GB31XNYO41250420305175,GB08NHNC20608301207724,69.9,USD,2006-08-08 09:52:27,ML,crypto purchase,atm
d7ad5dd6-db25-46b1-9fd5-ebfe325bbd35,GB25FLLQ89187339661417,GB27OOIF27462004451979,4317.75,GBP,2024-12-19 04:08:46,SD,loan,atm
60a5855a-5df0-48f9-aa13-8cd1f4e2a918,GB17IZVN32553391701599,GB02FNBE11236709555922,4715.14,EUR,2006-02-24 16:00:23,GE,invoice payment,online
5944bd39-1dcd-42a2-b0d4-47c9721fb1f4,GB69PJXA89847078952274,GB33RLQZ18846355626548,3552.95,GBP,1972-05-01 03:04:20,UY,crypto purchase,branch
bf7787e5-d184-40f5-ace2-277cdc34775e,GB80LHKJ77701873634528,GB72SRSJ77057884940039,48.34,USD,2009-03-06 14:22:14,AT,invoice payment,online
528dd0ed-eff9-4b0e-8bce-84cc91058bf9,GB35SAFB73796576221648,GB58OQHO99095125488837,4649.9,EUR,2003-05-15 23:28:01,NA,salary,atm
27866cc6-df19-43cb-9584-c93bdca223c6,GB28IZLF18775408998263,GB09BVUC35863458274335,4561.7,GBP,2020-10-06 14:28:33,EG,crypto purchase,branch
36079223-5c03-4e19-a276-dad5679ef3db,GB75UGHV61838390534822,GB35BBOZ19988274127908,3779.28,EUR,1986-07-17 11:05:32,KP,crypto purchase,branch
cfb98afd-9d53-4bac-9115-d2efe2187ee9,GB79EZZM36119868129375,GB61MUCF95534162842332,1721.73,USD,2015-12-01 18:45:38,LA,salary,online
80d41d5c-7aa4-4014-8bef-4248a2b5703c,GB58WLSK99729637652765,GB52JSNE74428692501060,1838.05,EUR,1999-12-30 08:50:40,NI,salary,mobile
27e9c608-6a65-47fa-856f-e309f81869f6,GB97ZPFS33145842609545,GB44EBPT79550277605776,2285.97,GBP,1993-09-12 19:40:12,MW,invoice payment,branch
aba6cc50-001a-4f11-b85b-c885c2702d82,GB95GRVI42874600084995,GB94WRGK74225796131465,3621.46,USD,1984-07-23 00:48:09,HU,crypto purchase,branch
4f672dd6-1072-4fb0-a520-f969bf1bcb76,GB89NOME30248717631064,GB66RQYA11345594790044,4675.92,GBP,1978-05-23 07:45:27,SY,salary,branch
17533eec-9843-4dda-aa5e-3c0395ba09c9,GB04IBMY41444043088424,GB51QBHL46192082950701,3806.24,EUR,2018-06-09 00:46:31,MZ,salary,atm
e6d2c27c-25b2-4e1e-80cd-c6c95fea037b,GB50JUFH63043993034184,GB98QWRF85904302505664,352.93,GBP,1987-03-11 17:02:47,KZ,refund,online
2fc8d4b3-5308-42fd-958a-b1951fb2b0fe,GB15MPEW91532965778390,GB92HOFD81386897308851,1484.96,EUR,1985-11-03 10:11:22,CI,gift,online
71a0dc21-69f6-40d5-a396-326d68043543,GB31GPAF63291092844670,GB18LIIS27310317526522,3920.09,EUR,1970-02-19 17:38:40,AE,gift,online
86112b49-5c4d-4e98-b9af-e5e7b4bedf32,GB02CHJD18810015253143,GB26HRYO74779309336095,2980.69,USD,1986-08-15 04:36:09,AM,loan,atm
37a59845-bc9c-4533-84c8-18e940d5601d,GB11YSHK45546956832895,GB77QCKS46875448012928,3525.48,GBP,1976-08-29 16:17:33,PH,refund,branch
995a79d6-43bf-454e-a44a-fa46906344b0,GB92UWQI63426083437177,GB73GWEU74803918126092,4756.22,GBP,2013-07-02 22:03:01,KP,salary,branch
1c2eddd7-1e8e-4d0e-ad86-80b6b3318714,GB28XROW17562744606140,GB86WOFC96128580220805,934.48,GBP,1978-03-11 02:56:32,FJ,loan,branch
8f428ce6-20c0-4652-897d-4e6f5f5edbd4,GB22CAUR31364232864074,GB84LYMP92661693374907,4832.21,EUR,2000-11-13 11:31:05,GR,crypto purchase,mobile
7edfecdc-85b7-44aa-8ff4-879d0edc7f81,GB46WDHM97276886186293,GB73LFBY59594957982961,1268.14,EUR,1992-02-29 00:28:40,TZ,crypto purchase,mobile
638fccd4-41e0-41d6-9f1b-fec2d6050994,GB41VJIN36676262568174,GB40JLUE92517265753799,616.01,EUR,1999-04-03 07:10:31,ML,loan,mobile
638451cf-90b7-40c4-b9d7-711456fe7444,GB60CODZ86271023849817,GB94NJQH32695497061576,2254.45,EUR,2020-03-10 21:13:57,PH,loan,atm
37ff8ab6-d5d0-4e4d-82c8-e49b387d1c10,GB91ALNG50142774133203,GB63FRNZ20720190715297,4171.66,USD,1970-11-25 11:33:06,NE,gift,branch
4e12c088-6643-4221-a454-7c1997fbea7e,GB17TAFY96379641847127,GB62TFMM09675841861926,3350.99,EUR,2012-08-17 12:18:10,IT,salary,mobile
a913224b-a004-49a7-b5d7-7158cdddb9cd,GB31QYYM96351103520103,GB14BRFJ98117372000548,3845.56,USD,1985-07-04 10:53:48,LY,crypto purchase,mobile
bfc4c903-9e41-48a9-b317-68898bb1c3be,GB86NDEV76017360212228,GB35YWXO15983568162213,4775.11,GBP,2015-06-06 15:40:54,VC,crypto purchase,online
2193c5dd-1a91-4339-b309-f16caa80c7a3,GB49BFMS03973903148109,GB14EKRW32299966805287,3992.74,GBP,1983-08-31 03:32:38,SV,salary,online
5230db41-a348-4e1f-ad6e-459062b15490,GB71IYJK88279874829342,GB06NQSK18717476830819,1092.41,GBP,1999-09-13 07:59:31,ML,gift,branch
cb16f817-147a-4ea8-9fd0-2873bc226a5f,GB74ZXQH48296488688094,GB47XXHM61859688124313,2456.86,USD,2017-05-15 09:42:28,BB,salary,online
374769a0-ab3e-427b-a9d1-8f2ce2cb2e9e,GB86GWWR27639469397926,GB46TPFK51854214998453,3578.76,EUR,1990-07-27 00:04:24,TN,crypto purchase,mobile
33d14124-d7fd-49c0-ad72-345c216b3bae,GB59TXMN52143971275427,GB41JHHU07129199120897,4792.97,EUR,2003-06-23 10:51:23,SC,refund,branch
7263f42e-4e2d-41fb-8f8e-b49e91ff66b8,GB06APAE08386859768453,GB57BBRP83507272537018,633.97,EUR,1984-03-30 02:56:44,TZ,refund,mobile
e330fd36-a74a-417f-bb32-f97f9a03f5f5,GB84PTAF82597112304196,GB36OUWV57810148267738,3844.12,EUR,1981-12-30 10:50:49,KR,refund,online
1a8381a9-9833-4662-99c6-f84e9a585dba,GB91BHOY18331378646810,GB06RYLE69622609523755,2311.92,GBP,1992-07-16 22:28:33,BF,invoice payment,atm
47e70b9d-241d-403f-a7a5-2d0a802800d1,GB18YTEN53232531835446,GB29CVQY34443434832908,2947.2,GBP,1992-01-27 11:58:08,BN,gift,branch
8876fe14-1461-4cf4-80b3-218a781ea8ac,GB76MGFX24076965272062,GB06DMGQ20382880488169,3249.24,GBP,1988-02-18 18:48:07,KH,refund,mobile
17884b8d-3098-4311-a740-8ffbda71438e,GB69CCUQ27782261519187,GB80GJMF18995553929240,4245.46,GBP,1993-05-21 07:01:04,MY,loan,atm
3e9db715-f495-46ec-8a9a-ba9340a1efbe,GB43VHTR31983434668893,GB55ZEPI63461255062186,2280.95,USD,1999-07-30 00:59:51,CU,loan,branch
c9ddb8ab-4953-47d6-abc4-f98fedeefe8f,GB09WCSL99159244750055,GB22BIKC85439502798378,941.06,EUR,1997-08-30 05:46:37,LK,crypto purchase,branch
80ade894-6778-4081-9747-924aa2ea0bbb,GB32SWNK18876886059111,GB32WUOE14984176290000,3467.69,EUR,1990-01-28 13:53:23,VA,loan,online
f11bb867-f522-494b-a57a-04cb439aa925,GB68BLRX72054386444299,GB29HTAN97509832912052,373.12,EUR,1989-03-28 12:05:19,TH,salary,mobile
18dc79d8-1bd2-49bc-a3f7-cebbca9e1c98,GB51PZQY57260395367658,GB45HIDD26676196605800,1617.4,GBP,2006-09-14 18:47:55,NZ,loan,online
ca3f9e18-cb7b-43e6-a499-99f0cb5c0636,GB23TYZZ19748217727905,GB30XDKW65891585375981,981.82,EUR,2007-08-09 22:29:56,ST,loan,atm
1df80b6c-3cfe-480e-ae7c-0d49b77c72ba,GB26MGMG75728675480708,GB70PSJD59794883637784,940.35,EUR,2011-03-01 19:39:12,CN,salary,branch
7830c9d4-145f-4f82-a672-b4972f3a1c89,GB95KIFA17993797768184,GB71BHGO43663079972270,2762.16,EUR,2011-09-11 18:30:55,GE,loan,branch
805c66ca-33c9-4d44-9cca-c1e1621d5879,GB12EIJW04517139144187,GB19VHVB12360850824024,2811.88,EUR,2005-04-13 00:20:41,MD,crypto purchase,online
ce904a31-c58f-497e-81aa-38e6f217aed9,GB54FRLK40440145317355,GB55GHVD07539879094029,4428.51,GBP,2002-05-05 17:36:30,RS,salary,atm
e7d3f4a9-6d1b-450c-988d-ca2b15a44c8e,GB73WPQJ95166435069892,GB80YFLB04660661236323,2558.79,GBP,1973-03-26 14:37:29,IL,gift,atm
128f7d23-464f-45b0-89c9-45682508138f,GB30DWZQ06719152997706,GB25ZSVW30926500917441,4451.9,USD,2003-06-09 05:28:30,HU,refund,online
5b071f38-2034-42c4-88dd-d5cfd12a7257,GB83USYR05145299552469,GB91UDHE00029986299615,424.16,EUR,1989-01-24 06:07:03,NP,salary,online
c76e68b0-1111-4313-8e3b-d545b6afa453,GB61XOQD80134096193080,GB28RETS78877805231778,2926.9,GBP,1985-05-30 20:14:06,AT,gift,mobile
f7e5a32c-9049-43aa-be5a-f8d7c023d026,GB89EEAT86647324187104,GB96OZMJ18196797974276,2517.68,GBP,2006-07-03 10:58:26,UA,invoice payment,online
6d436104-f7f6-4d6c-b4c1-4bd690a419e9,GB86OBJI55020495951774,GB54QYUF83714342269072,1873.82,USD,2023-02-08 20:34:57,MX,invoice payment,atm
fc3d0376-2447-4a06-8306-a54cc92e5271,GB10QJFR43273917097974,GB32EIKB23801207331480,1801.63,USD,2024-07-11 16:08:43,TD,gift,mobile
ecd56651-456f-481a-b152-379bdc5aca2b,GB61VURQ79533826609280,GB70DRDU27299677367914,422.59,EUR,1973-06-01 23:42:25,GW,invoice payment,atm
8ff34474-6ce7-473e-9136-4d12d2c9506f,GB92LHLV29799661700486,GB58JPGW09990581145331,177.78,GBP,1988-12-19 20:06:15,MV,loan,online
3d8a83fa-508f-4d90-a553-d38fc278d9ed,GB61OAVH18782096562850,GB61JJHR38983170015637,3676.57,EUR,1990-08-22 08:56:39,PK,salary,atm
be9d4d0b-bd3e-45be-9664-1c0dc8193bcc,GB14PNMF76202632825147,GB71JIEL28082093635628,3331.02,GBP,1998-09-21 22:45:03,PY,loan,mobile
5d72eb33-23cb-41b4-8c7a-17ac31f370a0,GB59XUVF16211944805784,GB76NCYR60495813411057,1657.92,EUR,1996-03-02 20:48:43,IQ,salary,branch
e0a3d25c-051e-4ce3-8174-6da3d3af38dc,GB46VKPJ37191283336684,GB53FZNK50581714681552,4129.5,EUR,2007-06-12 19:33:12,EG,loan,branch
e2400346-fd0a-45e7-b53b-a739bc2a43c8,GB44WKWB99354348963821,GB25TWTG01282242211704,770.07,GBP,1971-02-12 22:57:44,GR,loan,mobile
9f170be4-da12-494e-b554-0143b95afceb,GB37DQXC77553901538434,GB22IWTD93358007327214,2028.23,EUR,1985-08-27 17:48:38,NO,crypto purchase,branch
e805ddee-536b-4578-a519-8b61c5b9a923,GB73TZDW88618147935969,GB19BOKJ90875203186119,1266.81,USD,1971-08-30 23:31:38,FM,refund,online
f1ac8198-4020-4900-b57d-ed87eb051d26,GB36LMIU20804769030904,GB37CFAT60461408911932,1671.24,GBP,2015-04-30 12:19:25,AE,invoice payment,atm
f3a8b8a0-5c26-4598-9c86-de01d8c41214,GB20QBQI63277429933871,GB78FCRG50689411851261,2651.45,GBP,1992-03-12 23:22:44,BE,salary,atm
10a63940-3119-46c8-8378-cf2aaaea27f5,GB40BFSW06569368379127,GB15GJBN19013991423724,4964.42,EUR,1970-08-27 12:56:14,PS,gift,mobile
2b7e5b9a-c933-4a54-9d6c-51ef8e70f2ae,GB22ZSRL91768942294510,GB14VZYJ85947685163810,537.12,EUR,2017-03-12 05:39:30,SI,crypto purchase,online
f31d4cf2-9fe2-4a14-9854-0333460264cd,GB82AXXA52384518417602,GB72VYHV31783057945493,2678.04,USD,2017-11-11 23:13:00,TN,gift,online
4ea544fb-0549-45ff-9fc3-dbfbcf2da787,GB85HQJP19869288335965,GB78KUPC20196924423555,4065.52,USD,2012-05-02 06:04:47,EE,salary,atm
ab91f537-a8ee-497a-8fa8-192192d2df93,GB45OYTP49065160942254,GB24VWEJ26395204573874,4498.72,GBP,1985-02-25 19:15:24,PT,crypto purchase,atm
7031a168-43df-4eff-a401-baecd34017f5,GB69YWOL54898364625345,GB48JRJM35749318283929,1806.84,GBP,1972-06-19 19:19:05,FJ,refund,atm
e3e2c42a-6f28-4cf9-a238-4d826ed02a79,GB64GDIL18810303115913,GB05ZTSF07837392361545,4637.95,USD,1997-09-27 20:35:22,LS,invoice payment,online
2ef8ca6f-4a58-40fb-81f0-0e1743b2a4fc,GB58HWGZ00214076727103,GB03AYBR71270840516062,3162.76,USD,1983-11-26 10:10:55,BD,refund,branch
87078643-145b-447e-bd5b-f73bf70dc35e,GB35BQFC15780553471178,GB30TZPE63851089999747,1619.57,USD,2010-06-07 06:40:29,LB,salary,online
4fdf8291-baed-4c20-86c9-9ae3b39b5154,GB64IBWG86604370099871,GB50KHJU19231523520069,1747.76,USD,2018-02-27 11:08:15,MU,salary,atm
88595003-3c41-4abe-b885-58020d933270,GB90UANQ72340877140027,GB05KPTW26713564423220,4027.77,GBP,2008-12-31 14:50:17,BO,loan,mobile
32127ded-f281-483e-ad65-bb16e1b090b2,GB58UXTE12074401998013,GB79KTWI70603868695847,3279.8,USD,2004-05-30 23:24:22,ER,loan,atm
38403dfe-b15a-4fa8-9161-d11cbb85fa6e,GB56HLJW19070881395537,GB18FNVE17119351299630,3466.06,USD,2007-07-25 22:10:37,MZ,salary,online
82595ecb-76fb-4eb5-a2d5-6a0d71d969f0,GB35QZGT81212968858604,GB74PHNQ76170238058033,2486.34,USD,1975-08-26 14:52:59,TW,refund,online
fcb21dba-11e6-4b90-bfb5-fb5cce784343,GB53VUUP62436022048879,GB46INQG34204681291893,92.51,USD,2023-07-05 18:31:50,IS,invoice payment,online
433c2479-436a-4fbf-9dc0-0096120d817a,GB60OMRX32763342683223,GB23AEPN32894037808592,13.13,EUR,1987-03-05 07:13:37,SR,refund,online
ed611b79-8c70-4521-8d92-71fd366b6376,GB07LCXV99538786926622,GB73ZBPD55953381651048,2280.97,EUR,1996-09-13 01:17:59,EC,loan,branch
52cbca49-1a59-43ce-b3b0-e5ef0dbed58b,GB15WBLF73494598554018,GB46QVQJ88661030153298,3906.25,USD,1976-12-11 04:36:11,MH,gift,branch
c867dfd4-0bd5-4bb8-a0d5-4dd8d9b2b6a7,GB21LLSL49254153795509,GB58IEJN50686085263121,2807.14,GBP,2023-10-06 19:07:56,SG,loan,mobile
212366c5-65bc-45ba-afd7-8dcc33543487,GB42BLHT35242035711464,GB33WMQC15427700658778,693.1,USD,1989-08-24 05:07:32,IE,crypto purchase,branch
97cbf66d-a077-4565-8e0d-47c367e654fe,GB55XHXO27940300653934,GB61CPPK13381763045737,3800.09,EUR,2017-09-21 17:35:26,BY,invoice payment,online
ca9d7379-c26a-42cd-8563-2eb702e95efe,GB64SSRI42357334949034,GB14WGOW70751496249656,2043.4,GBP,2015-11-02 09:36:35,KP,refund,online
63e325fc-d43c-4213-9d34-13056ee6a6a7,GB95BEJS48005879344251,GB68QJXH98997290690314,252.03,GBP,2005-12-18 13:13:27,LB,loan,online
e3fb1b88-2c30-4375-b815-b4bc98122b99,GB15MAUK85493840699495,GB81IJZN28805775505377,201.44,GBP,2017-09-04 14:36:51,BG,crypto purchase,atm
03bbcb74-f5bc-417a-a976-8022c54370ed,GB19JQKF55071484413193,GB79JBJZ28343741150263,3283.06,USD,1999-02-02 16:49:10,DE,loan,online
d39b39f4-7e48-420e-b72b-22f13bcae257,GB65URXQ36545761430992,GB11BACE22591783332524,357.58,USD,2012-05-05 07:05:41,TR,loan,online
f222fa2a-bad9-47a6-8256-231c6b474e79,GB43LYDS80226444588374,GB88IXWG49044491798760,1390.04,USD,2004-04-14 10:26:40,IR,salary,atm
24e17e26-e07e-4539-b8f6-a70fcf5b4c47,GB11VFFI30042466660656,GB84SHRF61249901454262,986.62,USD,1975-11-22 20:00:26,EE,invoice payment,online
4361cb2d-c13b-4cd2-902c-6dc8fe63fb63,GB47OYQH52630161315930,GB32WPTW72753374746823,809.28,USD,2023-05-24 16:54:14,AF,crypto purchase,mobile
26b7df50-1a9a-40dd-a5ae-77fc376385b5,GB08RAMI04597857824558,GB60URWE02207873105843,1740.99,GBP,2001-09-27 03:19:59,LU,invoice payment,atm
52d65669-52ce-4c39-b855-eb7bc8e880cc,GB76GCSA23460112834836,GB54CEVR60595756376065,737.75,EUR,1972-11-12 16:11:01,AG,crypto purchase,online
a30678c1-ff98-4a0b-b85e-b91aaef0c9ce,GB88LHJG60913329393548,GB10FHQO20277150985492,4563.87,USD,1975-06-29 08:22:21,PS,invoice payment,branch
3156bb91-9070-4b20-ab06-4a9dfd2e021e,GB10TKSZ78197636760092,GB29DZYK62396458473181,4403.02,USD,2015-06-24 04:16:16,BS,gift,mobile
542e0a15-5a45-4429-934f-8c18cbd91e37,GB59SDOU95014591360285,GB34NKRN14909301503714,4605.04,GBP,2015-03-28 12:41:01,DZ,salary,branch
0e184266-eb78-4ae9-8aa8-436811d1a020,GB03OXCB30851707410331,GB23WJWI53248718925493,4234.24,EUR,1976-09-20 23:27:15,HT,refund,branch
02863126-90a7-4e64-9147-82e8a5a56879,GB73QSGJ33417896283371,GB06GIHN63230388255512,1828.63,USD,2008-06-13 13:29:46,BH,crypto purchase,mobile
e255f5ce-aa5b-40f9-9937-6f824ddea9e1,GB32JUXE99715313893958,GB67CLFK08570682161926,4885.72,USD,1972-12-10 11:24:08,MD,loan,branch
65877389-1acf-439a-8c62-c5926172d8bb,GB51FCNC51258056438344,GB03DRQX87704400006851,171.12,GBP,1981-08-05 11:35:17,GN,loan,online
b160ee0d-a718-442d-9a78-285bbde181bf,GB26GMVH77745043029720,GB23QZOX27357654493626,4086.85,GBP,1995-11-02 07:01:12,ZA,invoice payment,mobile
52ab2cd0-05d6-4088-847c-f3251c049860,GB36QGAJ83748053574426,GB95FTPM83289212851730,4104.96,EUR,2012-09-17 16:33:40,JM,loan,atm
cf6f1be3-395b-4b6f-9d8f-141b96e97e19,GB95UFSO18030132095819,GB40QFZD49065562997125,2409.38,EUR,1994-08-01 21:20:24,MT,invoice payment,atm
3d176059-3acb-407d-b78f-b32a05c34df0,GB74CMNP75095115287514,GB19HYBE56906105237600,3694.59,EUR,1986-06-27 23:41:40,EG,refund,atm
85d1a987-06ac-4387-8a02-f52ae2382ccb,GB22DAKK21153817433466,GB75QGOP84092370733479,1125.79,USD,2007-02-18 23:59:00,HN,refund,atm
96b517d3-918b-4ec4-a1ca-c6d2a2d65e3f,GB78XRBC21873476019046,GB89NLAK77851216763373,99.09,USD,2020-10-24 16:08:17,ES,invoice payment,atm
2bf33ab9-ca5d-4cbd-9e2d-d4a1eb2d00dd,GB20HRQL99044705186946,GB80AQTC90745725004141,2870.8,EUR,1980-11-30 10:01:45,SR,refund,mobile
343a2cbf-a413-45f3-877e-8c87290a319e,GB30JEEC87766791283978,GB96KZFB03570473281956,118.6,EUR,2015-08-26 22:20:27,MU,refund,mobile
5e01ab64-71be-4cc5-aa00-b6ee6d8f8ea6,GB34YWAY88221787823455,GB76IVKH11091188204212,2550.02,USD,2019-06-11 16:33:22,FM,gift,online
7e682e42-e50a-4790-ae3b-86030e4ea6d5,GB22QZPW39961127853000,GB54EAOS00571678001756,2266.69,GBP,2002-06-15 18:31:08,HN,loan,atm
